party,topic,text,label
Liberal,Defence,They will modernize procurement legislation to enable the Canadian Armed Forces to purchase equipment.,0
Liberal,Defence,"It is unclear whether the Liberals will stick to the $1.3 billion border security plan announced in December, which promises to increase the number of drones and improve water and air surveillance in the Arctic and in the United States.",0
Liberal,Defence,"It is unclear whether the Liberals will keep the $1.3 billion border security plan announced in December, which promises to increase drones and strengthen naval and aerial surveillance in the Arctic as well as the US.",0
Liberal,Defence,"It is unclear whether the Liberals will retain the $1.3 billion border security plan announced in December, which promises to increase the number of drones and improve water and air surveillance in the Arctic as well as in the United States.",0
Liberal,Defence,"It is unclear whether the Liberals will maintain the $1.3-billion border security plan announced in December, which promises to upgrade drones and enhance aquatic and aerial surveillance in the Arctic as well as in the US.",0
Liberal,Defence,It is unclear whether the Liberals will stick to the $1.3 billion border security plan announced in December. The plan promises to increase drones and improve aquatic and aerial surveillance in the Arctic and the United States.,0
Liberal,Defence,border. ,0
Liberal,Defence,border.,0
Liberal,Defence,limit.,0
Liberal,Defence,border.,0
Liberal,Defence,Border.,0
Conservative,Defence,The Conservatives would strengthen the military and commit to meeting NATO's spending target for member countries (2% of gross domestic product).,1
Conservative,Defence,The Conservatives would strengthen the military and commit to the NATO spending target for member states (two percent of GDP),1
Conservative,Defence,Conservatives would strengthen the military and commit to NATO's spending target for member countries (two percent of gross domestic product),1
Conservative,Defence,The Conservatives would strengthen the military and commit to NATO spending targets for member countries (two per cent of gross domestic product),1
Conservative,Defence,The Conservatives will strengthen the military and commit to a NATO spending target (two percent of GDP) for member states.,1
Conservative,Defence,"They say that ""additional revenues from increased trade with the United States"" would go to the armed forces.",1
Conservative,Defence,"They say ""extra revenue from expanded trade with the U.S."" would go to the Army.",1
Conservative,Defence,They say that “extra revenue from increased trade with the US” would go to the armed forces.,1
Conservative,Defence,"They said ""additional revenue from expanded trade with the US"" would go to the Armed Forces.",1
Conservative,Defence,"They say that ""additional revenue from expanded trade with the United States"" will go to the armed forces.",1
Conservative,Defence,"They say they would double the size of the 1st Canadian Ranger Patrol Group from 2,000 to 4,000 Rangers.",1
Conservative,Defence,"They say they would double the size of the 1st Canadian Ranger Patrol Group from 2,000 to 4,000.",1
Conservative,Defence,"They say they would double the size of the first patrol group of the Canadian Rangers from 2,000 to 4,000 rangers.",1
Conservative,Defence,"They said they would double the size of Patrol Group 1 of the Canadian Rangers from 2,000 to 4,000 rangers.",1
Conservative,Defence,"They say they are doubling the size of the Canadian Rangers' first patrol group from 2,000 to 4,000 rangers.",1
Conservative,Defence,They would acquire two additional polar icebreakers for the Royal Canadian Navy and deliver the two polar icebreakers currently under construction for the Coast Guard by 2029.,1
Conservative,Defence,They would purchase two additional icebreakers for the Royal Canadian Navy and provide two icebreakers under construction for the Coast Guard by 2029.,1
Conservative,Defence,They would procure two additional polar breakers for the Royal Canadian Navy and deliver the two polar breakers currently under construction for the Coast Guard by 2029.,1
Conservative,Defence,They will acquire two additional polar icebreakers for the Royal Canadian Navy and deliver two polar icebreakers currently under construction for the Coast Guard by 2029.,1
Conservative,Defence,"They will receive two additional polar icebreakers for the Royal Canadian Navy, and will deliver two polar icebreakers currently under construction for the Coast Guard by 2029.",1
Conservative,Defence,They would build at least one permanent military base in the Arctic within two years.,1
Conservative,Defence,They would build at least one permanent Arctic military base within two years.,1
Conservative,Defence,They would build at least one permanent Arctic military base within two years.,1
Conservative,Defence,They will build at least one permanent Arctic military base within two years.,1
Conservative,Defence,They will build at least one permanent Arctic military base within two years.,1
New Democrat,Defence,The New Democrats would increase defence spending to 2% of Canada's GDP by 2032.,2
